,open,high,low,close,volume
2023-09-27 00:00:00+00:00,119.25996269068281,120.05996269068281,118.28256967725348,119.08256967725347,933303.9494544135
2023-09-28 00:00:00+00:00,120.06615100481592,120.86615100481592,119.0935125001604,119.8935125001604,931525.4208991588
2023-09-29 00:00:00+00:00,119.97458689049627,120.77458689049627,119.00825962790462,119.80825962790462,929952.4316893736
2023-10-02 00:00:00+00:00,119.95923074679632,120.75923074679632,118.99932581787807,119.79932581787807,928589.703448423
2023-10-03 00:00:00+00:00,120.48390246366426,121.28390246366426,119.52994190579999,120.32994190579998,927441.3266617745
2023-10-04 00:00:00+00:00,120.64503902088202,121.44503902088202,119.69773138956103,120.49773138956103,926510.7483986352
2023-10-05 00:00:00+00:00,120.94210327338249,121.74210327338248,120.00150624716142,120.80150624716141,925800.7619649242
2023-10-06 00:00:00+00:00,121.18235335664288,121.98235335664288,120.24875300855095,121.04875300855095,925313.4985186388
2023-10-09 00:00:00+00:00,121.59603877510979,122.39603877510979,120.66946273022499,121.46946273022499,925050.4206727829
2023-10-10 00:00:00+00:00,122.38167158079591,123.1816715807959,121.46197718779999,122.26197718779999,925012.3181050583
2023-10-11 00:00:00+00:00,122.70228346335156,123.50228346335156,121.7901560889832,122.59015608898319,925199.3051874979
2023-10-12 00:00:00+00:00,123.21237142780575,124.01237142780575,122.30784240740611,123.10784240740611,925610.8206431573
2023-10-13 00:00:00+00:00,122.77367682354198,123.57367682354197,121.87769567019781,122.6776956701978,926245.6292308928
2023-10-16 00:00:00+00:00,123.0303153406467,123.83031534064669,122.14245567968389,122.94245567968389,927101.8254531701
2023-10-17 00:00:00+00:00,123.00225069925402,123.80225069925402,122.12284956771946,122.92284956771945,928176.8392757749
2023-10-18 00:00:00+00:00,122.83560287483175,123.63560287483175,121.9648432760639,122.7648432760639,929467.4438422536
2023-10-19 00:00:00+00:00,122.78059342540482,123.58059342540481,121.91849116542555,122.71849116542555,930969.7651599313
2023-10-20 00:00:00+00:00,122.90782010478141,123.7078201047814,122.05437221298409,122.85437221298409,932679.2937284303
2023-10-23 00:00:00+00:00,123.46387756605293,124.26387756605293,122.6190188894028,123.41901888940279,934590.8980757847
2023-10-24 00:00:00+00:00,123.2254850821428,124.0254850821428,122.38958797969939,123.18958797969938,936698.84016152
2023-10-25 00:00:00+00:00,123.45237104583843,124.25237104583843,122.62534840636825,123.42534840636824,938996.7926004624
2023-10-26 00:00:00+00:00,123.48875843309635,124.28875843309635,122.67070838087825,123.47070838087825,941477.8576555769
2023-10-27 00:00:00+00:00,123.56926071275264,124.36926071275263,122.76021070700784,123.56021070700784,944134.5879428241
2023-10-30 00:00:00+00:00,124.10438959008067,124.90438959008067,123.30436468098554,124.10436468098554,946959.0087858863
2023-10-31 00:00:00+00:00,124.46550472906002,125.2745717725182,123.66550472906002,124.4745717725182,949942.64215366
2023-11-01 00:00:00+00:00,125.09468909552888,125.91292913318865,124.29468909552888,125.11292913318866,953076.5321086631
2023-11-02 00:00:00+00:00,125.18992726490971,126.01729226761479,124.38992726490972,125.2172922676148,956351.2716899682
2023-11-03 00:00:00+00:00,125.08373368921691,125.9201436594821,124.28373368921692,125.1201436594821,959757.0311499673
